6.74 6.57 5.55 3.85 4.98
6.97 5.06 5.62 4.02 4.92
5.62 4.37 4.97 3.15 3.30
8.57 6.87 6.47 4.44 5.90
6.32 4.79 5.04 3.61 3.41
8.81 6.97 5.30 3.20 4.23
6.56 5.37 4.55 4.38 4.17
9.44 9.09 7.07 4.11 7.67
6.03 5.46 4.98 4.08 4.19
8.72 7.12 5.20 3.17 3.55
6.12 5.90 5.22 2.96 4.34
7.54 6.35 5.34 3.68 3.89
6.80 6.97 5.40 5.78 4.50
9.81 8.19 7.50 4.01 6.10
6.49 4.67 4.85 5.21 3.59
10.91 6.39 4.47 2.74 3.33
5.18 4.93 4.64 4.70 3.74
7.02 6.34 6.04 3.33 3.73
7.40 5.87 5.17 3.54 4.82
9.47 8.14 7.78 4.15 5.51
8.63 5.53 4.49 3.55 4.66
8.04 7.43 6.61 3.58 3.45
5.31 5.85 3.40 4.41 3.08
8.47 8.04 6.16 3.10 3.44
5.55 3.99 4.70 3.30 3.11
8.20 7.28 7.93 3.79 6.20
6.16 6.61 7.23 4.10 4.07
8.41 8.02 7.61 3.30 3.20
7.66 5.67 4.37 3.59 5.09
7.07 8.03 5.90 3.07 3.60
13.41 5.75 6.72 4.74 4.88
6.91 5.96 7.04 5.57 7.00
5.81 4.79 7.21 4.07 5.14
7.79 7.79 6.92 4.52 4.95
5.74 5.21 4.16 4.54 4.21
6.54 6.45 5.90 3.90 4.25
11.17 6.58 6.13 4.90 4.30
6.62 6.86 6.93 5.58 7.12
5.59 3.89 5.28 3.37 3.64
10.38 7.63 7.36 4.22 4.66
6.10 7.73 4.62 4.65 3.32
6.74 7.44 6.01 4.73 4.10
4.24 3.03 3.14 5.00 3.02
5.61 5.28 6.86 8.37 6.37
8.16 5.85 8.17 12.82 8.65
3.92 4.30 3.20 5.92 5.17
6.18 5.13 7.20 7.75 7.19
6.45 4.87 5.72 8.63 7.32
4.13 3.43 4.29 5.89 6.76
7.43 5.83 6.81 7.13 7.88
8.06 6.07 7.69 7.81 9.25
4.19 4.65 5.18 8.03 5.96
7.57 4.95 8.25 9.10 7.19
8.01 5.37 9.10 9.28 10.16
4.23 4.04 6.16 4.42 5.48
7.08 6.83 9.41 6.34 8.19
7.78 7.09 10.16 7.55 9.15
5.83 5.44 7.20 5.43 5.58
7.73 7.05 7.92 5.61 7.64
10.46 9.93 9.08 8.18 10.91
11.01 6.24 6.49 3.93 5.00
9.82 8.29 8.85 6.92 7.33
8.65 7.39 7.69 6.23 6.78
7.71 10.93 6.35 5.90 4.73
9.36 10.58 8.09 4.34 4.64
6.20 8.66 5.07 4.48 3.82
4.55 4.41 4.17 6.40 4.23
6.90 5.11 7.09 8.85 7.00
6.21 6.02 7.98 9.95 10.64
4.00 4.12 4.18 8.44 5.31
7.03 5.48 8.67 7.87 8.28
5.47 4.90 5.15 7.35 8.53
3.50 3.78 3.38 4.23 6.73
7.59 5.63 8.15 7.39 8.42
5.78 5.27 5.97 8.29 8.98
3.76 4.13 6.76 3.71 5.65
8.57 6.80 9.54 7.79 8.75
5.41 3.43 5.73 6.06 8.46
2.97 2.81 4.59 3.55 4.86
10.04 7.29 9.56 7.99 8.45
13.34 10.64 13.90 10.92 14.93
4.00 3.25 4.26 4.94 3.47
9.01 7.63 10.09 9.04 8.48
9.86 9.17 10.85 10.05 10.86
5.86 3.88 5.98 3.95 3.27
7.73 8.12 9.76 7.85 7.61
7.03 7.26 8.26 5.57 5.80
11.24 7.86 5.66 4.58 4.48
7.39 7.98 7.53 4.39 3.73
7.77 10.63 7.90 5.42 6.27
5.56 4.72 4.92 7.60 6.63
6.85 4.68 6.58 8.09 6.85
3.81 5.11 5.42 6.44 5.09
5.49 4.32 4.05 6.66 6.33
7.02 5.04 7.39 8.17 8.38
6.40 4.89 6.94 7.05 8.37
4.66 3.87 4.75 7.57 5.48
6.85 4.46 7.64 6.05 7.77
6.01 4.49 6.12 4.81 7.46
4.78 5.12 4.56 4.34 5.51
8.69 6.90 9.00 7.78 9.13
6.28 4.46 6.23 6.72 8.04
4.98 4.45 5.64 5.94 6.27
9.42 7.14 9.05 7.37 7.77
6.15 4.83 6.91 6.75 7.30
5.16 5.09 5.87 4.75 5.49
9.99 8.17 10.15 7.01 7.65
9.90 9.16 12.05 8.75 9.93
7.72 6.91 6.76 4.90 6.12
9.85 10.82 10.43 7.66 7.43
8.40 7.82 8.88 5.41 5.99
8.06 11.89 5.40 5.29 3.19
8.99 8.61 7.08 5.69 4.86
7.01 7.14 5.18 3.76 2.27
5.20 4.33 5.03 7.49 6.86
5.06 3.36 6.55 7.75 7.50
7.54 6.15 7.64 7.49 9.05
5.16 4.74 5.31 8.14 6.84
6.98 5.04 7.15 9.05 7.83
7.13 4.05 6.17 8.78 10.87
4.64 3.83 4.35 6.05 6.40
5.86 3.50 6.92 7.85 9.78
5.26 4.20 6.27 6.70 7.37
3.63 3.16 3.71 4.07 5.18
9.26 6.30 8.44 7.16 8.66
7.99 5.59 7.99 7.72 9.08
4.38 3.93 4.11 4.43 5.43
9.14 6.66 9.41 7.38 7.69
5.29 4.36 6.25 3.85 4.36
4.88 3.52 5.71 3.59 3.27
9.38 7.27 10.48 7.69 8.07
9.31 7.44 9.96 7.75 7.66
7.21 4.28 5.27 4.74 3.52
7.70 8.09 9.05 6.93 8.00
9.30 6.96 7.58 5.47 5.90
7.33 6.00 5.84 4.87 5.07
8.23 8.86 4.88 3.68 3.70
4.64 5.55 8.20 7.13 4.81
3.74 3.32 3.86 6.51 4.65
4.92 3.85 5.82 7.15 7.23
5.37 4.89 6.89 6.08 7.55
4.00 4.06 3.11 4.82 4.20
4.99 4.17 6.74 6.37 7.06
6.06 4.95 6.23 5.77 8.02
3.70 2.78 2.53 3.46 4.80
5.54 3.92 5.98 5.72 5.45
13.36 5.49 14.59 10.92 11.88
5.66 5.10 5.36 7.33 4.94
5.72 4.37 5.84 7.08 6.77
4.68 3.50 5.88 6.75 4.97
7.18 4.77 6.99 7.14 7.21
5.58 5.61 6.96 5.20 5.50
6.22 4.95 6.49 5.17 6.64
5.81 5.77 12.47 4.24 5.17
7.74 6.34 6.63 5.26 5.53
5.95 5.95 8.11 4.26 6.70
7.13 5.69 5.10 3.47 3.49
6.22 5.69 6.20 4.74 4.62
7.31 8.24 5.56 4.03 4.66
7.90 8.37 4.86 4.46 3.57
9.27 9.73 6.54 4.91 4.44
7.02 6.02 6.72 4.54 5.77
4.11 3.67 4.44 7.68 7.88
3.88 4.03 3.43 8.42 3.44
3.62 2.87 4.57 8.41 6.31
3.74 4.64 3.55 6.39 5.28
5.35 3.79 5.87 7.63 7.17
3.68 4.36 4.11 7.71 4.92
7.04 3.63 5.56 7.90 6.12
4.42 4.02 3.85 7.13 6.69
4.90 3.23 5.36 5.83 7.06
4.22 4.51 5.74 7.83 6.63
4.97 4.54 5.33 6.75 7.21
4.46 5.07 3.76 6.34 5.12
5.47 6.72 5.47 4.72 4.79
3.26 3.42 4.96 6.60 3.58
6.23 4.85 6.73 7.16 5.51
4.36 3.99 4.03 5.15 4.48
5.72 5.05 6.74 5.00 6.04
6.44 4.37 9.07 4.65 4.79
8.07 8.78 8.07 5.86 5.55
9.29 6.33 6.38 3.36 3.62
6.64 6.66 6.39 5.18 6.79
5.67 5.85 5.76 3.66 6.08
6.22 6.52 6.05 4.92 4.31
3.87 5.92 3.58 5.88 4.70
5.65 4.42 5.70 8.34 5.30
5.12 4.10 4.54 9.43 6.14
6.35 5.01 6.44 7.75 7.50
4.91 4.38 4.68 8.04 5.56
6.46 4.10 5.59 8.44 7.42
4.81 4.27 4.39 8.43 5.92
5.02 3.96 5.30 7.30 8.46
3.94 4.54 3.34 7.45 5.91
5.00 3.58 7.02 6.66 8.58
4.79 3.71 4.43 7.61 6.44
5.96 3.67 5.73 7.25 7.44
3.32 4.50 4.93 7.79 5.63
5.74 4.36 6.49 3.44 6.33
5.34 4.86 4.44 8.02 5.34
4.07 4.11 4.46 5.30 5.16
4.82 6.38 7.34 4.68 5.06
5.95 3.95 7.07 4.54 5.75
5.31 5.66 7.83 4.10 4.27
6.79 7.45 5.55 3.55 3.67
7.24 6.40 4.91 3.64 4.27
6.59 7.11 9.79 4.86 4.45
6.49 6.92 4.96 3.53 4.29
7.92 7.90 4.38 3.33 3.75
6.80 5.59 3.93 2.36 2.53
5.89 3.56 4.98 7.19 5.74
3.61 4.36 3.23 5.22 3.28
4.55 3.70 4.65 7.61 6.46
2.82 3.74 2.52 5.30 2.82
6.14 4.16 5.58 6.77 6.37
3.65 2.95 3.08 3.79 4.95
3.34 2.86 5.08 5.60 6.57
4.88 3.24 4.40 5.14 9.63
5.25 4.35 4.84 6.15 4.49
3.00 2.42 2.96 8.66 4.95
4.91 3.41 5.56 5.93 6.36
3.76 4.37 4.03 6.60 5.53
6.99 4.36 6.70 5.01 6.27
3.73 3.82 4.41 7.55 3.23
6.78 6.80 6.64 4.65 6.00
3.60 2.77 4.02 1.67 5.45
6.16 5.98 6.54 4.09 5.39
4.46 4.11 5.70 3.69 5.77
6.84 6.61 6.62 3.14 3.20
7.11 8.37 6.42 4.09 4.27
6.97 6.99 8.16 4.43 4.34
6.91 8.52 5.85 4.04 3.86
6.98 7.33 5.83 3.69 5.01
6.23 5.90 4.93 3.08 4.54
7.42 6.52 5.70 4.09 5.44
6.47 5.34 5.17 3.85 4.34
6.47 5.34 5.17 3.85 4.34
6.97 5.72 5.65 3.87 4.78
6.97 5.72 5.65 3.87 4.78
6.87 5.27 5.53 3.80 4.38
